ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,7,7.8,0.8,11.46,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,7,5.52,1.48,21.09,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,3,3.07,0.07,2.39,INDIVIDUAL
Guanentá,HURTO,2024-04-01,2024,4,14,1,1.0,0.0,0.17,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,51,44.57,6.43,12.61,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-04-01,2024,4,14,2,1.9,0.1,5.06,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-04-01,2024,4,14,2,2.0,0.0,0.21,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-04-01,2024,4,14,13,12.16,0.84,6.45,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,4,3.84,0.16,4.06,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,11,10.97,0.03,0.23,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-04-08,2024,4,15,3,1.88,1.12,37.48,INDIVIDUAL
Vélez,HURTO,2024-04-08,2024,4,15,1,1.02,0.02,1.57,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,5,5.11,0.11,2.25,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,29,29.67,0.67,2.3,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-04-08,2024,4,15,7,7.44,0.44,6.22,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-04-08,2024,4,15,2,1.93,0.07,3.49,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-04-08,2024,4,15,21,20.03,0.97,4.61,INDIVIDUAL
Yariguíes,HURTO,2024-04-08,2024,4,15,2,2.01,0.01,0.38,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,1,1.3,0.3,30.01,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-04-08,2024,4,15,68,67.9,0.1,0.15,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-04-15,2024,4,16,2,1.96,0.04,2.06,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-04-15,2024,4,16,10,10.97,0.97,9.74,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-04-15,2024,4,16,4,3.31,0.69,17.16,INDIVIDUAL
Metropolitana,HURTO,2024-04-15,2024,4,16,1,1.0,0.0,0.15,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-04-15,2024,4,16,7,6.97,0.03,0.5,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-04-15,2024,4,16,7,7.8,0.8,11.48,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-04-15,2024,4,16,30,32.42,2.42,8.05,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-04-15,2024,4,16,5,5.15,0.15,3.05,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-04-15,2024,4,16,2,2.01,0.01,0.41,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-04-15,2024,4,16,1,0.98,0.02,1.68,INDIVIDUAL
Yariguíes,HURTO,2024-04-15,2024,4,16,1,0.98,0.02,1.96,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-04-15,2024,4,16,59,58.79,0.21,0.35,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-04-22,2024,4,17,1,0.99,0.01,1.07,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-04-22,2024,4,17,1,1.01,0.01,0.58,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,4,4.15,0.15,3.84,INDIVIDUAL
Comunera,HURTO,2024-04-22,2024,4,17,1,1.0,0.0,0.13,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,1,1.09,0.09,9.02,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-04-22,2024,4,17,9,9.1,0.1,1.12,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,62,66.29,4.29,6.92,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-04-22,2024,4,17,1,1.01,0.01,1.12,POR_TIPO
Yariguíes,HURTO,2024-04-22,2024,4,17,1,1.07,0.07,7.16,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,4,4.2,0.2,5.1,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,26,31.33,5.33,20.49,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-04-22,2024,4,17,4,4.57,0.57,14.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-04-22,2024,4,17,5,5.09,0.09,1.78,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-04-22,2024,4,17,3,2.99,0.01,0.33,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-04-29,2024,4,18,3,3.28,0.28,9.44,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-04-29,2024,4,18,59,62.18,3.18,5.39,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-04-29,2024,4,18,16,16.46,0.46,2.89,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-04-29,2024,4,18,7,6.87,0.13,1.87,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-04-29,2024,4,18,1,1.59,0.59,59.42,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-04-29,2024,4,18,40,32.79,7.21,18.03,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-04-29,2024,4,18,10,8.58,1.42,14.24,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-04-29,2024,4,18,1,0.97,0.03,2.74,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-04-29,2024,4,18,2,2.25,0.25,12.47,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-04-29,2024,4,18,1,1.01,0.01,1.12,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-04-29,2024,4,18,8,8.09,0.09,1.13,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-05-06,2024,5,19,15,14.26,0.74,4.91,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,7,6.82,0.18,2.51,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-05-06,2024,5,19,8,8.71,0.71,8.9,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,8,8.15,0.15,1.82,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,1,1.12,0.12,11.58,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-05-06,2024,5,19,1,1.07,0.07,6.51,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-05-06,2024,5,19,6,5.35,0.65,10.78,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,28,28.81,0.81,2.9,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,1,0.96,0.04,4.46,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,85,82.27,2.73,3.21,INDIVIDUAL
Yariguíes,HURTO,2024-05-06,2024,5,19,1,1.03,0.03,3.11,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-05-06,2024,5,19,5,5.1,0.1,2.06,INDIVIDUAL
Vélez,HURTO,2024-05-06,2024,5,19,1,1.08,0.08,7.71,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-05-13,2024,5,20,9,8.78,0.22,2.47,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,2,2.09,0.09,4.43,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-05-13,2024,5,20,1,0.99,0.01,0.62,INDIVIDUAL
Metropolitana,HURTO,2024-05-13,2024,5,20,1,1.0,0.0,0.17,POR_TIPO
Comunera,HURTO,2024-05-13,2024,5,20,1,1.0,0.0,0.16,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,3,3.32,0.32,10.72,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-05-13,2024,5,20,3,2.72,0.28,9.38,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,1,1.09,0.09,9.32,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,85,81.65,3.35,3.94,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,3,3.08,0.08,2.51,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,6,5.88,0.12,2.08,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-05-13,2024,5,20,28,26.77,1.23,4.38,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-05-13,2024,5,20,6,5.95,0.05,0.89,INDIVIDUAL
Vélez,HURTO,2024-05-13,2024,5,20,1,0.93,0.07,7.1,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-05-20,2024,5,21,6,6.58,0.58,9.68,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,1,0.89,0.11,11.14,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,4,4.07,0.07,1.8,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-05-20,2024,5,21,6,5.41,0.59,9.84,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,3,3.21,0.21,6.95,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,99,96.72,2.28,2.31,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,1,1.11,0.11,10.81,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,2,2.12,0.12,6.08,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-05-20,2024,5,21,3,3.01,0.01,0.2,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-05-20,2024,5,21,6,6.08,0.08,1.33,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-05-20,2024,5,21,24,22.8,1.2,5.0,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-05-27,2024,5,22,1,1.5,0.5,50.07,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-05-27,2024,5,22,2,1.97,0.03,1.71,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-05-27,2024,5,22,2,2.43,0.43,21.33,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-05-27,2024,5,22,2,2.02,0.02,1.1,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-05-27,2024,5,22,6,5.99,0.01,0.2,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-05-27,2024,5,22,84,96.68,12.68,15.09,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-05-27,2024,5,22,1,0.97,0.03,3.01,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-05-27,2024,5,22,48,45.05,2.95,6.14,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-05-27,2024,5,22,18,17.64,0.36,1.99,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-05-27,2024,5,22,5,4.82,0.18,3.63,INDIVIDUAL
Yariguíes,HURTO,2024-05-27,2024,5,22,1,0.99,0.01,0.72,INDIVIDUAL
Comunera,HURTO,2024-06-03,2024,6,23,1,1.0,0.0,0.28,POR_TIPO
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,3,3.12,0.12,3.87,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-06-03,2024,6,23,1,1.01,0.01,1.12,POR_TIPO
Metropolitana,HURTO,2024-06-03,2024,6,23,1,1.0,0.0,0.45,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,24,23.15,0.85,3.56,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,82,82.14,0.14,0.17,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,1,1.02,0.02,2.46,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-06-03,2024,6,23,8,7.76,0.24,2.96,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-06-03,2024,6,23,10,9.59,0.41,4.05,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,6,5.78,0.22,3.63,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,6,6.92,0.92,15.4,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-06-03,2024,6,23,1,1.05,0.05,5.25,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-06-03,2024,6,23,1,0.97,0.03,2.66,INDIVIDUAL
Yariguíes,HURTO,2024-06-03,2024,6,23,1,0.98,0.02,1.73,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,79,79.97,0.97,1.23,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,15,17.34,2.34,15.59,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,15,11.39,3.61,24.1,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,3,2.95,0.05,1.73,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,9,9.13,0.13,1.49,INDIVIDUAL
Vélez,HURTO,2024-06-10,2024,6,24,1,0.96,0.04,4.16,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,2,2.13,0.13,6.63,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-06-10,2024,6,24,15,15.06,0.06,0.38,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-06-10,2024,6,24,6,5.89,0.11,1.77,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-06-10,2024,6,24,2,2.08,0.08,4.2,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,7,7.17,0.17,2.37,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-06-17,2024,6,25,2,2.07,0.07,3.63,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-06-17,2024,6,25,5,4.98,0.02,0.42,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,3,3.13,0.13,4.41,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,1,1.06,0.06,6.41,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-06-17,2024,6,25,1,0.98,0.02,1.91,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,24,23.54,0.46,1.91,INDIVIDUAL
Yariguíes,HURTO,2024-06-17,2024,6,25,2,1.88,0.12,6.19,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-06-17,2024,6,25,2,2.01,0.01,0.63,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,5,5.68,0.68,13.69,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-06-17,2024,6,25,75,68.91,6.09,8.13,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-06-17,2024,6,25,15,14.66,0.34,2.27,INDIVIDUAL
Vélez,HURTO,2024-06-24,2024,6,26,2,2.32,0.32,16.16,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-06-24,2024,6,26,3,3.12,0.12,4.03,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-06-24,2024,6,26,1,1.03,0.03,2.89,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,1,1.04,0.04,4.44,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,6,6.88,0.88,14.72,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-06-24,2024,6,26,9,8.4,0.6,6.65,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,8,8.03,0.03,0.34,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-06-24,2024,6,26,2,2.01,0.01,0.38,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,33,28.72,4.28,12.97,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,67,65.34,1.66,2.48,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-06-24,2024,6,26,1,0.98,0.02,1.9,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-07-01,2024,7,27,2,1.98,0.02,0.83,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,7,7.55,0.55,7.8,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-07-01,2024,7,27,13,13.95,0.95,7.31,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-07-01,2024,7,27,2,2.05,0.05,2.67,INDIVIDUAL
Comunera,HURTO,2024-07-01,2024,7,27,2,1.99,0.01,0.64,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,7,7.19,0.19,2.75,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,32,31.15,0.85,2.65,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,11,11.19,0.19,1.74,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-07-01,2024,7,27,2,2.08,0.08,4.11,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,73,72.74,0.26,0.36,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-07-01,2024,7,27,1,1.07,0.07,6.99,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-07-01,2024,7,27,5,4.85,0.15,2.91,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-07-08,2024,7,28,11,10.99,0.01,0.09,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-07-08,2024,7,28,1,0.94,0.06,6.29,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-07-08,2024,7,28,2,2.01,0.01,0.66,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,3,3.03,0.03,0.91,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-07-08,2024,7,28,1,1.04,0.04,3.75,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,1,1.05,0.05,4.63,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,27,27.83,0.83,3.07,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,10,7.66,2.34,23.43,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,82,81.16,0.84,1.02,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-07-08,2024,7,28,2,2.06,0.06,3.02,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-07-08,2024,7,28,18,17.48,0.52,2.87,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-07-15,2024,7,29,1,1.01,0.01,1.12,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,9,7.78,1.22,13.56,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,5,5.17,0.17,3.38,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-07-15,2024,7,29,11,11.08,0.08,0.76,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,5,4.8,0.2,3.91,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-07-15,2024,7,29,3,2.75,0.25,8.28,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,1,1.0,0.0,0.32,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-07-15,2024,7,29,5,5.33,0.33,6.66,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,101,93.07,7.93,7.86,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-07-15,2024,7,29,11,11.11,0.11,1.04,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-07-15,2024,7,29,28,28.37,0.37,1.31,INDIVIDUAL
Vélez,HURTO,2024-07-15,2024,7,29,1,1.03,0.03,2.58,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-07-22,2024,7,30,5,5.16,0.16,3.26,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-07-22,2024,7,30,11,10.58,0.42,3.85,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-07-22,2024,7,30,37,36.61,0.39,1.06,INDIVIDUAL
Yariguíes,HURTO,2024-07-22,2024,7,30,1,1.03,0.03,3.06,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-07-22,2024,7,30,92,94.12,2.12,2.31,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-07-22,2024,7,30,9,10.35,1.35,15.04,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-07-22,2024,7,30,2,2.31,0.31,15.64,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-07-22,2024,7,30,1,1.01,0.01,1.12,POR_TIPO
Vélez,DELITO_SEXUAL,2024-07-22,2024,7,30,3,3.08,0.08,2.64,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-07-22,2024,7,30,6,5.08,0.92,15.32,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-07-22,2024,7,30,2,1.93,0.07,3.33,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-07-29,2024,7,31,4,3.39,0.61,15.18,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-07-29,2024,7,31,1,1.0,0.0,0.44,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-07-29,2024,7,31,3,3.03,0.03,0.97,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-07-29,2024,7,31,20,19.99,0.01,0.07,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-07-29,2024,7,31,42,43.14,1.14,2.71,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-07-29,2024,7,31,6,5.93,0.07,1.23,INDIVIDUAL
Metropolitana,HURTO,2024-07-29,2024,7,31,1,1.0,0.0,0.25,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-07-29,2024,7,31,86,88.54,2.54,2.95,INDIVIDUAL
Yariguíes,HURTO,2024-07-29,2024,7,31,1,1.03,0.03,2.91,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-07-29,2024,7,31,8,8.24,0.24,3.05,INDIVIDUAL
Vélez,HURTO,2024-07-29,2024,7,31,1,1.01,0.01,1.33,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-07-29,2024,7,31,2,2.04,0.04,2.22,INDIVIDUAL
Yariguíes,HURTO,2024-08-05,2024,8,32,1,1.03,0.03,2.94,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,6,5.63,0.37,6.14,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,2,2.02,0.02,0.99,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,5,5.3,0.3,5.98,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,5,5.19,0.19,3.71,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-08-05,2024,8,32,1,1.11,0.11,10.97,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-08-05,2024,8,32,19,18.89,0.11,0.57,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-08-05,2024,8,32,1,0.98,0.02,1.86,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,85,86.52,1.52,1.79,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-08-05,2024,8,32,2,2.29,0.29,14.57,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-08-05,2024,8,32,1,0.91,0.09,9.22,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-08-05,2024,8,32,23,23.77,0.77,3.34,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,5,3.5,1.5,30.0,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,88,88.41,0.41,0.46,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-08-12,2024,8,33,18,18.09,0.09,0.52,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,27,27.27,0.27,1.01,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,3,2.68,0.32,10.68,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-08-12,2024,8,33,1,0.93,0.07,6.87,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-08-12,2024,8,33,2,2.01,0.01,0.59,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,10,9.94,0.06,0.59,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-08-12,2024,8,33,4,4.64,0.64,16.03,INDIVIDUAL
